epoch,lr,train_loss,train_top1,train_top5,train_top10,val_loss,val_top1,val_top5,val_top10
91,0.034264251,3.426768561,0.174486031,0.466526094,0.642066421,3.712086162,0.144887893,0.388251122,0.592959643
92,0.03395952,3.423984127,0.184501845,0.482867686,0.637322088,3.848605848,0.144529148,0.432197309,0.534663678
93,0.033653253,3.393792162,0.178176067,0.480231945,0.659462309,4.330447026,0.137443946,0.372511211,0.444977579
94,0.033345505,3.392746786,0.179757512,0.480759093,0.655772272,3.656658599,0.131434978,0.415156952,0.61762332
95,0.033036326,3.340299319,0.198734844,0.506589352,0.672113864,4.152273351,0.164349776,0.367174889,0.48309417
96,0.03272577,3.359122768,0.189773326,0.487612019,0.663152346,4.035182513,0.159865471,0.412017938,0.494304934
97,0.032413891,3.384386245,0.189773326,0.489193463,0.657353716,3.983714774,0.159865471,0.432197311,0.510000002
98,0.032100742,3.365198429,0.195044808,0.49868213,0.667896679,3.829758829,0.169013453,0.4232287,0.566053813
99,0.031786376,3.315989798,0.189246178,0.494464945,0.678439642,3.74161622,0.177982063,0.472556054,0.599686099
100,0.031470847,3.318737675,0.193990511,0.503426463,0.667369531,3.988166034,0.151076234,0.425470853,0.510000002
101,0.031154209,3.240183458,0.214549288,0.520295203,0.680021086,3.747297853,0.198161435,0.463587446,0.59071749
102,0.030836517,3.254195197,0.216657881,0.526620981,0.692672641,3.569286906,0.172825112,0.537578475,0.649013454
103,0.030517826,3.244901061,0.207696363,0.518713759,0.69583553,3.699921961,0.198161435,0.46807175,0.5996861
104,0.030198188,3.230224023,0.213494992,0.533473906,0.700052715,3.720826566,0.169013453,0.494977579,0.586233185
105,0.029877661,3.251889107,0.2113864,0.528202425,0.703742752,3.558702172,0.158340808,0.55103139,0.63556054
106,0.029556297,3.17414157,0.218766473,0.538218239,0.710595677,3.587770746,0.17161435,0.497219732,0.635560539
107,0.029234153,3.211019137,0.209804955,0.531365314,0.697944122,3.465120761,0.164887893,0.562242153,0.664708522
108,0.028911283,3.168988715,0.217185029,0.550869794,0.703742752,3.656815932,0.175739911,0.49497758,0.606412558
109,0.028587744,3.142515135,0.229836584,0.554032683,0.716394307,3.624141958,0.200403588,0.501704036,0.597443948
110,0.02826359,3.195941696,0.225619399,0.542962573,0.691618345,3.832818131,0.171255605,0.490493274,0.592959643
111,0.027938876,3.158865402,0.211913548,0.539272536,0.706905641,3.332143513,0.174394619,0.591390136,0.693856504
112,0.027613659,3.13195525,0.239852399,0.559304164,0.7042699,3.441680138,0.164035875,0.564484306,0.666950674
113,0.027287995,3.057022557,0.249341065,0.561939905,0.723247233,3.830330201,0.177255605,0.470313902,0.557085203
114,0.026961938,3.15214813,0.218239325,0.547706906,0.720084344,3.667073005,0.181255606,0.506188341,0.610896862
115,0.026635546,3.113573876,0.235108065,0.556141276,0.717448603,3.580898989,0.187161435,0.526367714,0.622107625
116,0.026308873,3.097306881,0.240906695,0.557195572,0.717975751,3.387585022,0.194309417,0.568968611,0.673677132
117,0.025981976,3.012528828,0.249341065,0.592514497,0.740643121,3.431485283,0.199309418,0.575695067,0.689372199
118,0.025654911,3.002533755,0.232472325,0.59725883,0.755930417,3.468938634,0.207793722,0.553273543,0.63556054
119,0.025327733,2.975774073,0.259356879,0.600421719,0.756984713,3.458288649,0.209793722,0.553273543,0.684887895
120,0.0250005,2.990236069,0.237216658,0.588297312,0.745914602,3.487776759,0.226278027,0.571210762,0.680403588
121,0.024673267,2.977697007,0.247232472,0.590933052,0.755930417,3.401109641,0.217793722,0.580179372,0.678161436
122,0.024346089,2.976781367,0.257775435,0.586188719,0.753821824,4.127305156,0.217623319,0.5232287,0.521210764
123,0.024019024,2.958892703,0.257775435,0.603584607,0.756457565,3.421435078,0.22852018,0.589147982,0.684887893
124,0.023692127,2.940521386,0.265682657,0.603057459,0.76331049,3.684572166,0.235434978,0.515156951,0.637802692
125,0.023365454,2.972203549,0.244069584,0.586188719,0.757511861,3.580558878,0.24755157,0.533094171,0.60865471
126,0.023039062,2.923812028,0.27042699,0.604638904,0.772272008,3.269193013,0.251973095,0.654170404,0.716278028
127,0.022713005,2.861836545,0.292040063,0.634686347,0.773853453,3.370950414,0.256457399,0.607085203,0.682645741
128,0.022387341,2.902979665,0.279915656,0.612546126,0.767000527,3.344265652,0.243004485,0.593632288,0.684887895
129,0.022062124,2.835038176,0.284659989,0.633104903,0.782814971,3.292481632,0.2564574,0.595874441,0.702825114
130,0.02173741,2.841639142,0.288877175,0.628887718,0.770690564,3.447832653,0.229372198,0.537578476,0.657982063
131,0.021413256,2.755482443,0.292040063,0.655245124,0.803373748,3.289065343,0.265426009,0.59587444,0.700582962
132,0.021089717,2.768413799,0.280969953,0.651555087,0.802319452,3.471270032,0.24748879,0.568968611,0.649013453
133,0.020766847,2.748950711,0.302583026,0.644702161,0.804428044,3.312916203,0.245246637,0.584663677,0.693856504
134,0.020444703,2.723019928,0.299947285,0.658408013,0.806536637,3.239370899,0.294573991,0.616053813,0.70955157
135,0.020123339,2.707349814,0.298365841,0.656826568,0.809699526,3.276036785,0.263183857,0.600358744,0.696098656
136,0.019802812,2.730243601,0.306800211,0.654717976,0.800210859,3.430704448,0.22955157,0.562242154,0.682645741
137,0.019483174,2.686370639,0.303637322,0.675803901,0.817606748,3.651367601,0.257982063,0.539820628,0.610896863
138,0.019164483,2.698600249,0.303110174,0.661043753,0.809699526,3.322972314,0.2564574,0.582421526,0.691614351
139,0.018846791,2.677350602,0.324196099,0.672113864,0.809699526,3.33230372,0.267668162,0.584663678,0.671434979
140,0.018530153,2.674304671,0.314707433,0.667369531,0.809172377,3.006541961,0.281479821,0.663139016,0.749910315
141,0.018214624,2.652584704,0.322614655,0.68160253,0.816552451,3.532731816,0.243004485,0.551031392,0.637802691
142,0.017900258,2.65761021,0.32103321,0.668423827,0.808645229,3.224515895,0.276636772,0.609327355,0.698340809
143,0.017587109,2.594534997,0.344754876,0.692145493,0.820242488,3.109044493,0.314753364,0.636233185,0.716278027
144,0.01727523,2.621146991,0.333157617,0.686874012,0.81971534,3.096151834,0.296816144,0.647443948,0.736457401
145,0.016964674,2.532221575,0.33790195,0.706905641,0.837111228,3.205684142,0.285605382,0.602600898,0.727488791
146,0.016655495,2.585191239,0.338429099,0.702688456,0.820242488,3.796949324,0.286950673,0.544798206,0.599686099
147,0.016347747,2.52881118,0.35213495,0.705324196,0.846072746,3.437536662,0.283004485,0.591390135,0.671434978
148,0.01604148,2.538010155,0.34370058,0.705324196,0.834475488,3.377984127,0.283004485,0.582421525,0.675919283
149,0.015736749,2.500579557,0.354770691,0.713758566,0.832894043,3.118594002,0.307668162,0.636233184,0.734215248
150,0.015433606,2.521298754,0.359515024,0.718502899,0.838165525,3.111529793,0.316636772,0.649686099,0.749910316
151,0.015132101,2.467066594,0.370057986,0.71270427,0.843437006,3.247471103,0.300941704,0.611569508,0.696098655
152,0.014832287,2.420143895,0.359515024,0.733790195,0.854507117,2.850228621,0.399596413,0.699013453,0.779058298
153,0.014534216,2.384596525,0.385345282,0.741697417,0.852925672,3.189689029,0.369910314,0.616053812,0.696098655
154,0.014237938,2.421883641,0.362677913,0.730100158,0.848708487,2.880811951,0.390627803,0.701255607,0.767847536
155,0.013943504,2.363847237,0.394833948,0.740115973,0.862941487,2.967311075,0.354753363,0.683318387,0.758878926
156,0.013650965,2.418432903,0.365840801,0.727991566,0.858724302,3.002299272,0.352511211,0.665381166,0.747668164
157,0.01336037,2.358252538,0.384290986,0.737480232,0.867158672,3.124456281,0.354753364,0.627264574,0.729730943
158,0.01307177,2.326595313,0.389562467,0.762256194,0.868740116,3.110707602,0.321121077,0.667623319,0.738699552
159,0.012785213,2.327035097,0.396415393,0.75487612,0.881391671,3.007573787,0.372690583,0.66762332,0.747668163
160,0.01250075,2.288679308,0.393252504,0.758566157,0.869267264,3.179627559,0.343542601,0.62278027,0.725246638
161,0.012218428,2.256657212,0.397996837,0.77174486,0.884027412,3.013944038,0.343542601,0.669865471,0.725246639
162,0.011938297,2.248496468,0.409066948,0.777016342,0.880337375,2.917314851,0.381659193,0.69452915,0.77233184
163,0.011660404,2.203889785,0.438587243,0.776489193,0.880337375,3.052717089,0.356995516,0.685560539,0.743183859
164,0.011384796,2.180327235,0.429098577,0.767527675,0.886136004,3.076087043,0.361479821,0.676591929,0.7364574
165,0.011111522,2.188949158,0.409594096,0.782814971,0.89298893,2.884215033,0.361838565,0.674349777,0.756636773
166,0.010840627,2.150846776,0.435424354,0.78597786,0.891934634,2.968655203,0.332690583,0.68556054,0.767847535
167,0.010572159,2.126860541,0.443858724,0.797047971,0.893516078,3.026992747,0.310269059,0.660896862,0.747668163
168,0.010306163,2.175472314,0.423827095,0.77174486,0.881391671,2.840046718,0.332690583,0.728161437,0.799237669
169,0.010042684,2.105790325,0.466526094,0.789140749,0.893516078,2.712635847,0.345470852,0.737130045,0.792511211
170,0.009781769,2.084128519,0.44227728,0.808118081,0.903004744,2.899240587,0.359596413,0.710224216,0.781300451
171,0.009523461,2.050906,0.464417501,0.807063785,0.907221929,2.773663285,0.379955157,0.719192826,0.79026906
172,0.009267805,2.041561886,0.460200316,0.807063785,0.902477596,2.829535713,0.394932736,0.703497758,0.779058297
173,0.009014845,2.0251882,0.458091724,0.814443859,0.909330522,2.760456615,0.400807175,0.723677131,0.794753364
174,0.008764624,1.964315792,0.479177649,0.826568266,0.914602003,2.9735143,0.368206278,0.681076234,0.738699554
175,0.008517184,1.978682228,0.478123353,0.831839747,0.928307855,2.815371142,0.392869956,0.710224217,0.788026906
176,0.008272569,1.929325112,0.49024776,0.821823933,0.920400633,2.757264832,0.401838566,0.741614351,0.779058297
177,0.008030821,1.914046665,0.492356352,0.839219821,0.926199262,2.660174157,0.425650225,0.732645742,0.803721975
178,0.00779198,1.895514281,0.493937797,0.835002636,0.920400633,2.726327651,0.417533633,0.721434979,0.788026907
179,0.007556087,1.930621206,0.4928835,0.823932525,0.91829204,2.675609864,0.419775785,0.737130045,0.792511212
180,0.007323184,1.906178866,0.501845018,0.83394834,0.924617818,2.802303685,0.404080718,0.699013453,0.781300449
181,0.00709331,1.868959429,0.492356352,0.842909858,0.927253558,3.051287846,0.359237669,0.665381168,0.749910316
182,0.006866503,1.822925274,0.503426463,0.856615709,0.939905113,2.724107497,0.41529148,0.734887893,0.794753365
183,0.006642804,1.848198038,0.51555087,0.849235635,0.923036373,2.710847368,0.413049328,0.750582961,0.812690584
184,0.006422251,1.787293051,0.517659462,0.856088561,0.934633632,2.816267866,0.42426009,0.730403589,0.772331839
185,0.006204881,1.840386304,0.51555087,0.846599895,0.929362151,2.732695784,0.448923768,0.732645741,0.796995517
186,0.005990731,1.777554352,0.539272536,0.85081708,0.931470743,2.810597721,0.448385651,0.725919284,0.79026906
187,0.005779839,1.780894137,0.538218239,0.857670005,0.939905113,2.581016411,0.47116592,0.759551571,0.826143499
188,0.00557224,1.717602755,0.548761202,0.868212968,0.94359515,2.59432816,0.488744395,0.743856503,0.846322871
189,0.005367969,1.729508879,0.530311018,0.863995783,0.941486558,2.67064779,0.454439462,0.743856503,0.801479822
190,0.005167063,1.689998404,0.564048498,0.876647338,0.943068002,2.713343588,0.46219731,0.757309418,0.79026906
191,0.004969555,1.677785769,0.56615709,0.871375857,0.945176595,2.717916894,0.479775785,0.761793723,0.814932736
192,0.00477548,1.65106166,0.568792831,0.871903005,0.950448076,2.553492235,0.506681615,0.750582961,0.846322871
193,0.004584869,1.615149805,0.589878756,0.880864523,0.95202952,2.706825106,0.490986547,0.75955157,0.805964127
194,0.004397757,1.597180279,0.592514497,0.881391671,0.95202952,2.61169072,0.4932287,0.746098655,0.835112109
195,0.004214175,1.60358168,0.576172905,0.896151819,0.960991039,2.590792357,0.524618834,0.766278028,0.817174889
196,0.004034155,1.580319433,0.58039009,0.897733263,0.956246705,2.617026497,0.499955157,0.775246638,0.819417042
197,0.003857727,1.576045394,0.588297312,0.887190301,0.953610965,2.640542922,0.490986547,0.766278028,0.819417041
198,0.003684922,1.593592822,0.590405904,0.889298893,0.950448076,2.518747768,0.533587444,0.779730942,0.803721974
199,0.003515769,1.532818126,0.593041645,0.899841856,0.96046389,2.501951814,0.533587444,0.775246637,0.839596415
200,0.003350298,1.516123753,0.607274644,0.905113337,0.957301002,2.536785317,0.524618835,0.773004486,0.839596415
201,0.003188536,1.479495038,0.606220348,0.911966263,0.964153927,2.509265127,0.515650225,0.766278028,0.823901346
202,0.003030512,1.511683035,0.598313126,0.90985767,0.961518187,2.46581983,0.540313902,0.786457401,0.832869957
203,0.002876252,1.467891794,0.611491829,0.917764892,0.963099631,2.469683798,0.547040359,0.790941705,0.850807176
204,0.002725782,1.460847458,0.63099631,0.910911966,0.965208224,2.530689817,0.526860987,0.766278029,0.821659194
205,0.00257913,1.435379003,0.626251977,0.91829204,0.969425409,2.509027492,0.533587444,0.766278027,0.830627804
206,0.002436319,1.441540682,0.628360569,0.915129151,0.955192409,2.507558938,0.490986547,0.779730943,0.828385651
207,0.002297375,1.45068964,0.620453347,0.901950448,0.96046389,2.498705091,0.51116592,0.781973096,0.832869957
208,0.00216232,1.412562505,0.633632051,0.912493411,0.967843964,2.47574721,0.542556054,0.766278028,0.848565023
209,0.002031179,1.303754762,0.673695308,0.938850817,0.97469689,2.395979054,0.562735426,0.790941705,0.853049329
210,0.001903974,1.319005695,0.663679494,0.939905113,0.976278334,2.470314196,0.517892377,0.764035875,0.828385652
211,0.001780726,1.302666823,0.67053242,0.930416447,0.975751186,2.386976984,0.573946189,0.781973094,0.848565024
212,0.001661456,1.29198538,0.664206642,0.938323669,0.982604112,2.417193388,0.529103139,0.788699552,0.832869957
213,0.001546186,1.290996171,0.671586716,0.929889299,0.976805482,2.384109089,0.562735426,0.80439462,0.848565025
214,0.001434934,1.266937898,0.677385345,0.933579336,0.977859779,2.392676815,0.542556054,0.797668162,0.846322872
215,0.00132772,1.237186043,0.693726937,0.938850817,0.97733263,2.382210019,0.556008969,0.806636773,0.837354262
216,0.001224563,1.279817071,0.676858197,0.94095941,0.975751186,2.389739106,0.560493274,0.784215247,0.841838566
217,0.001125479,1.250549141,0.691091197,0.940432262,0.97469689,2.433322815,0.535829597,0.793183858,0.841838567
218,0.001030486,1.260311042,0.676331049,0.938323669,0.976278334,2.358261303,0.571704036,0.788699553,0.855291482
219,0.0009396,1.244099719,0.689509752,0.936742225,0.976278334,2.360994803,0.549282512,0.788699552,0.853049328
220,0.000852837,1.225420647,0.705324196,0.934106484,0.978914075,2.357549354,0.556008969,0.790941706,0.853049329
221,0.000770212,1.201063852,0.703742752,0.945703743,0.982076964,2.369799668,0.553766817,0.806636772,0.841838566
222,0.000691738,1.194883661,0.704797048,0.948866632,0.983658408,2.399530516,0.549282512,0.7864574,0.846322872
223,0.00061743,1.127446837,0.733790195,0.948339483,0.983658408,2.402977792,0.538071749,0.802152468,0.846322871
224,0.000547299,1.201274759,0.698471271,0.949920928,0.98313126,2.403058796,0.558251121,0.795426011,0.853049328
225,0.000481358,1.16129419,0.719030048,0.954138113,0.981549815,2.363505078,0.549282512,0.7864574,0.855291482
226,0.000419619,1.192457336,0.710068529,0.954138113,0.979441223,2.391057261,0.562735426,0.802152467,0.857533634
227,0.000362091,1.156726392,0.716921455,0.946758039,0.981022667,2.364171573,0.556008969,0.79542601,0.853049329
228,0.000308785,1.178770394,0.709541381,0.948339483,0.984185556,2.330716389,0.564977579,0.815605382,0.855291482
229,0.00025971,1.187206964,0.711122826,0.955719557,0.986294149,2.324767475,0.573946189,0.79542601,0.868744397
230,0.000214874,1.126448654,0.732735899,0.955192409,0.98313126,2.373433989,0.547040359,0.797668163,0.855291481
231,0.000174285,1.152664792,0.719557196,0.950448076,0.979968371,2.376393496,0.553766817,0.799910316,0.855291481
232,0.00013795,1.122112852,0.741697417,0.956246705,0.98313126,2.364582747,0.553766817,0.806636773,0.857533634
233,0.000105875,1.140376495,0.715867159,0.951502372,0.98313126,2.354956306,0.558251121,0.806636772,0.855291481
234,7.81E-05,1.123775893,0.723247232,0.96046389,0.989984186,2.334986821,0.573946189,0.797668162,0.846322872
235,5.45E-05,1.124518954,0.735898788,0.947812335,0.981022667,2.321758776,0.585156951,0.806636773,0.855291482
236,3.53E-05,1.114422942,0.726410121,0.95782815,0.985767001,2.361004409,0.560493274,0.804394619,0.859775786
237,2.03E-05,1.165625034,0.724301529,0.950448076,0.976278334,2.373503729,0.547040359,0.793183858,0.859775787
238,9.57E-06,1.123849363,0.733790195,0.955719557,0.985767001,2.363579585,0.551524664,0.80439462,0.855291481
239,3.14E-06,1.138269672,0.730100158,0.950448076,0.984185556,2.330464903,0.569461884,0.811121078,0.857533634
240,1.00E-06,1.126517138,0.727464418,0.954138113,0.987875593,2.372279611,0.540313902,0.808878924,0.855291482
