epoch,lr,train_loss,train_top1,train_top5,train_top10,val_loss,val_top1,val_top5,val_top10
31,0.004797019,5.791053514,0.013597281,0.053789242,0.098780244,6.089109867,0.017751938,0.037984496,0.128992248
32,0.004783907,5.751483733,0.013797241,0.059788042,0.103579284,6.332682871,0.01620155,0.017829457,0.093333333
33,0.004770404,5.720074059,0.013397321,0.060787842,0.107578484,6.156392616,0.016976744,0.03255814,0.06503876
34,0.004756512,5.684010369,0.016196761,0.064787043,0.110777844,6.1319879,0.015426357,0.037984496,0.074341085
35,0.004742233,5.654752674,0.017396521,0.068186363,0.118776245,5.997360213,0.022403101,0.043410853,0.079767442
36,0.004727571,5.629310855,0.014197161,0.067386523,0.119376125,5.995651726,0.017751938,0.037984496,0.092945736
37,0.004712527,5.587176799,0.018596281,0.073585283,0.128574285,5.902116294,0.020077519,0.051162791,0.098372093
38,0.004697103,5.56008493,0.018396321,0.072385523,0.133173365,5.986248366,0.020077519,0.043410853,0.095271318
39,0.004681304,5.528955842,0.021995601,0.085582883,0.142971406,6.095209562,0.016976744,0.037209302,0.078217054
40,0.00466513,5.486809148,0.022795441,0.085782843,0.150169966,5.882305555,0.020077519,0.045736434,0.095271318
41,0.004648586,5.449674258,0.017996401,0.089982004,0.154569086,5.932382836,0.023178295,0.04496124,0.103023256
42,0.004631674,5.427125703,0.021395721,0.089782044,0.152969406,5.63226832,0.027155039,0.079069767,0.147984496
43,0.004614397,5.388124336,0.025194961,0.103179364,0.169966007,5.882541475,0.024728682,0.059689922,0.112325581
44,0.004596757,5.369231112,0.026394721,0.105178964,0.174965007,5.728072373,0.021379845,0.068217054,0.13248062
45,0.004578758,5.344579664,0.029994001,0.104779044,0.179164167,5.787503637,0.022829457,0.056589147,0.150503876
46,0.004560403,5.30642393,0.027194561,0.104579084,0.178164367,5.773174471,0.024604651,0.058914729,0.142751938
47,0.004541696,5.275633888,0.027594481,0.112777445,0.193761248,5.679257509,0.019379845,0.078294574,0.162906977
48,0.004522638,5.239927415,0.032993401,0.114977005,0.193361328,5.636889163,0.020379845,0.084496124,0.172984496
49,0.004503234,5.203776495,0.034193161,0.129774045,0.212357528,5.606583285,0.021705426,0.082170543,0.176085272
50,0.004483487,5.195615581,0.034993001,0.133373325,0.219956009,5.639659388,0.024604651,0.086046512,0.187713178
51,0.0044634,5.153401914,0.033593281,0.133973205,0.222755449,5.544886383,0.027806202,0.091472868,0.193139535
52,0.004442976,5.112176578,0.040591882,0.142571486,0.226354729,5.58722812,0.029457364,0.097674419,0.194689922
53,0.00442222,5.089230641,0.040991802,0.146570686,0.234553089,5.592784586,0.027131783,0.102325581,0.202441861
54,0.004401135,5.068239865,0.037992402,0.146970606,0.24695061,5.49373904,0.03055814,0.101550388,0.19624031
55,0.004379724,5.04483099,0.049190162,0.155568886,0.24455109,5.468934284,0.028457364,0.110077519,0.219496124
56,0.00435799,4.990887508,0.043391322,0.162167566,0.26094781,5.509049359,0.031883721,0.10620155,0.205542636
57,0.004335939,4.989585144,0.048790242,0.163167367,0.25974805,5.459228678,0.029108527,0.104651163,0.221821705
58,0.004313573,4.976546446,0.044191162,0.166766647,0.263947211,5.48994609,0.033581395,0.107751938,0.20631783
59,0.004290897,4.916765439,0.050589882,0.169766047,0.277744451,5.346909709,0.03575969,0.131007752,0.241201551
60,0.004267913,4.883080606,0.054989002,0.186362727,0.293741252,5.430833506,0.034031008,0.117829457,0.249147287
61,0.004244627,4.864785239,0.052789442,0.185362927,0.293141372,5.247124798,0.03755814,0.13255814,0.278604651
62,0.004221042,4.818819992,0.056788642,0.194561088,0.303939212,5.28574886,0.039085271,0.127131783,0.27627907
63,0.004197162,4.807364825,0.054989002,0.189962008,0.295340932,5.211690112,0.040488372,0.141085271,0.294883721
64,0.004172992,4.790091976,0.061587682,0.210157968,0.326534693,5.374479551,0.039860465,0.140310078,0.263875969
65,0.004148535,4.733343807,0.067186563,0.211757648,0.322735453,5.283096242,0.045860465,0.14496124,0.285581395
66,0.004123795,4.703097884,0.059788042,0.217356529,0.336132773,5.229596691,0.047209302,0.145736434,0.295658915
67,0.004098778,4.693801307,0.065986803,0.219356129,0.334333133,5.356352902,0.048333333,0.120155039,0.268527132
68,0.004073486,4.660460294,0.068586283,0.228954209,0.344131174,5.154620465,0.046186047,0.155813954,0.315813953
69,0.004047925,4.613459198,0.070185963,0.236752649,0.363927215,5.156917673,0.043387597,0.168992248,0.318914729
70,0.004022099,4.594054175,0.074185163,0.24035193,0.364327135,5.042186382,0.045937985,0.142248062,0.340620155
71,0.003996012,4.556553555,0.079984003,0.24075185,0.372725455,5.057818706,0.049162791,0.172170543,0.335193798
72,0.003969669,4.514499226,0.072785443,0.25494901,0.385922815,5.067448264,0.051286822,0.171395349,0.342170543
73,0.003943074,4.462490471,0.088982204,0.267146571,0.398520296,5.089372746,0.05403876,0.198992248,0.322015504
74,0.003916232,4.44388979,0.091981604,0.268946211,0.400919816,4.982763768,0.05703876,0.219147287,0.349147287
75,0.003889148,4.425291198,0.089582084,0.276544691,0.402519496,5.001204216,0.06124031,0.209922481,0.357674419
76,0.003861825,4.38782976,0.088182364,0.284343131,0.415916817,4.890708591,0.065139535,0.217751938,0.385581395
77,0.003834269,4.366898659,0.091381724,0.285342931,0.424515097,4.98586743,0.071364341,0.225271318,0.359224806
78,0.003806485,4.33804246,0.099580084,0.299540092,0.436912617,4.924921364,0.069441861,0.234651163,0.371627907
79,0.003778477,4.317578175,0.101579684,0.295540892,0.438312338,5.055245863,0.074689923,0.230620155,0.33751938
80,0.00375025,4.273079878,0.100579884,0.308338332,0.449510098,4.886905448,0.078116279,0.231627907,0.384806202
81,0.003721809,4.278543118,0.097580484,0.306738652,0.447110578,4.821584832,0.080767442,0.221007752,0.40496124
82,0.003693158,4.233224441,0.098180364,0.323335333,0.474305139,4.8387922,0.084666667,0.243255814,0.40496124
83,0.003664303,4.207575515,0.109578084,0.326934613,0.473505299,4.855399413,0.082790698,0.26248062,0.397984496
84,0.003635249,4.183124806,0.112777445,0.319736053,0.478504299,4.877194705,0.087317829,0.262403101,0.39875969
85,0.003606001,4.154115766,0.122975405,0.334333133,0.474905019,4.824075993,0.091767442,0.273255814,0.407286822
86,0.003576562,4.128635117,0.114777045,0.343331334,0.483703259,4.727243198,0.095844961,0.303488372,0.425891473
87,0.00354694,4.122275496,0.113977205,0.338532294,0.485102979,4.658482129,0.092868217,0.291860465,0.43751938
88,0.003517138,4.103650704,0.115576885,0.343531294,0.486702659,4.728886167,0.096744186,0.283333333,0.415813953
89,0.003487162,4.045174337,0.130173965,0.357928414,0.51169766,4.771307625,0.099193798,0.274031008,0.418139535
90,0.003457017,4.017622719,0.126774645,0.364927015,0.518296341,4.734855945,0.100620155,0.339534884,0.417364341
91,0.003426708,3.987549472,0.135972805,0.376524695,0.524295141,4.751906361,0.104744186,0.326356589,0.420465116
92,0.003396241,3.966206812,0.133973205,0.385122975,0.531093781,4.68836005,0.102868217,0.348062016,0.440620155
93,0.00336562,3.963071041,0.140771846,0.385322935,0.533293341,4.742492778,0.116046512,0.349612403,0.438294574
94,0.00333485,3.916392533,0.126774645,0.381923615,0.546890622,4.55150153,0.13,0.389922481,0.470852713
95,0.003303938,3.924378654,0.146370726,0.394721056,0.542491502,4.647170479,0.112945736,0.358139535,0.43751938
96,0.003272888,3.862990317,0.143171366,0.410317936,0.558288342,4.595214706,0.11372093,0.358914729,0.472403101
97,0.003241706,3.857908263,0.141771646,0.404519096,0.554089182,4.567017429,0.119922481,0.382170543,0.474728682
98,0.003210396,3.825032633,0.157768446,0.416516697,0.567286543,4.452137608,0.13,0.394573643,0.488682171
99,0.003178965,3.792712982,0.165766847,0.416516697,0.568286343,4.538001581,0.13,0.387596899,0.489457364
100,0.003147418,3.769082874,0.162767447,0.415716857,0.577884423,4.524622571,0.125348837,0.389147287,0.470077519
101,0.00311576,3.769781229,0.158568286,0.428114377,0.585282943,4.59984451,0.124573643,0.37751938,0.466976744
102,0.003083997,3.684173539,0.172365527,0.442111578,0.598280344,4.511228978,0.126899225,0.401550388,0.494883721
103,0.003052133,3.709975667,0.170565887,0.435512897,0.596880624,4.389767834,0.136976744,0.41627907,0.516589147
104,0.003020175,3.657374089,0.180363927,0.462507499,0.609878024,4.360602546,0.147054264,0.430232558,0.517364341
105,0.002988128,3.633891694,0.182963407,0.459508098,0.614277145,4.443518359,0.137751938,0.41627907,0.517364341
106,0.002955998,3.632657519,0.182163567,0.461507699,0.608278344,4.385748484,0.143178295,0.444186047,0.525116279
107,0.002923789,3.576158436,0.191161768,0.472105579,0.621875625,4.454514318,0.14627907,0.418604651,0.51503876
108,0.002891508,3.593337862,0.182963407,0.471705659,0.623075385,4.408318356,0.140852713,0.428682171,0.516589147
109,0.00285916,3.549841828,0.188162368,0.481503699,0.639272146,4.378066003,0.149379845,0.442635659,0.533643411
110,0.00282675,3.512337256,0.200959808,0.4965007,0.646470706,4.352979269,0.145503876,0.448062016,0.545271318
111,0.002794285,3.489072285,0.194961008,0.49690062,0.642871426,4.210179911,0.16255814,0.472868217,0.563100775
112,0.002761769,3.459962689,0.202559488,0.4995001,0.652069586,4.272523912,0.177829457,0.454263566,0.56
113,0.002729208,3.426129421,0.207158568,0.513097381,0.667666467,4.33222184,0.15248062,0.45503876,0.547596899
114,0.002696609,3.434220406,0.207758448,0.514697061,0.665666867,4.291484384,0.185503876,0.443410853,0.549922481
115,0.002663975,3.386464475,0.226354729,0.528094381,0.673465307,4.377802699,0.143953488,0.450387597,0.533643411
116,0.002631314,3.377992583,0.217156569,0.529094181,0.678264347,4.267359323,0.158682171,0.462790698,0.570852713
117,0.00259863,3.368482047,0.222155569,0.525494901,0.680263947,4.274921429,0.168682171,0.459689922,0.56
118,0.002565929,3.338401725,0.225954809,0.535692861,0.688062388,4.317504535,0.153178295,0.458139535,0.564651163
119,0.002533217,3.296574981,0.23715257,0.551089782,0.697860428,4.235216026,0.169534884,0.478294574,0.564651163
120,0.0025005,3.309928519,0.233153369,0.549690062,0.696060788,4.176342226,0.176434109,0.494573643,0.586356589
121,0.002467783,3.277295798,0.230153969,0.548890222,0.695460908,4.114243313,0.166511628,0.492248062,0.593333333
122,0.002435071,3.245034654,0.232353529,0.561087782,0.715056989,4.124491885,0.180310078,0.513178295,0.603410853
123,0.00240237,3.236584078,0.24075185,0.557288542,0.706258748,4.141702218,0.190310078,0.491472868,0.586356589
124,0.002369686,3.200702746,0.24235153,0.561687662,0.708858228,4.231280352,0.183410853,0.47751938,0.567751938
125,0.002337025,3.177895659,0.25134973,0.568886223,0.718456309,4.209221912,0.201085271,0.488372093,0.577829457
126,0.002304391,3.189584008,0.24515097,0.571485703,0.721655669,4.18064783,0.216434109,0.529922481,0.584806202
127,0.002271792,3.172898054,0.25634873,0.580883823,0.720055989,4.163302616,0.213488372,0.519844961,0.577829457
128,0.002239231,3.142376917,0.25354929,0.583883223,0.730653869,4.225117132,0.22496124,0.526046512,0.590232558
129,0.002206715,3.102992193,0.272745451,0.594281144,0.73945211,4.181957416,0.212635659,0.540775194,0.597984496
130,0.00217425,3.097365161,0.264947011,0.593681264,0.730053989,4.171812226,0.228062016,0.537674419,0.592558139
131,0.00214184,3.069229415,0.266346731,0.598880224,0.74325135,4.042872223,0.233565892,0.551627907,0.62124031
132,0.002109492,3.004689568,0.285542891,0.612477505,0.75424915,4.005426614,0.244341085,0.57875969,0.633643411
133,0.002077211,3.02724324,0.276744651,0.615876825,0.75704859,4.033381108,0.226511628,0.577984496,0.630542636
134,0.002045002,3.023716045,0.290141972,0.600479904,0.75084983,4.006774778,0.211395349,0.574883721,0.614263566
135,0.002012872,2.984044354,0.289742052,0.619876025,0.75164967,4.107302298,0.229612403,0.535348837,0.611162791
136,0.001980825,2.963701632,0.290941812,0.626474705,0.765246951,4.141850089,0.233410853,0.553178295,0.597984496
137,0.001948867,2.957380982,0.286542691,0.622075585,0.763447311,4.091880043,0.245736434,0.560930232,0.60496124
138,0.001917003,2.911271006,0.299140172,0.633873225,0.775244951,4.17104355,0.256589147,0.529922481,0.595658915
139,0.00188524,2.891280335,0.306538692,0.634473105,0.773245351,3.981673913,0.24751938,0.571007752,0.623992248
140,0.001853582,2.902451373,0.307938412,0.644671066,0.774845031,4.003711656,0.238217054,0.567131783,0.628643411
141,0.001822035,2.89780477,0.302539492,0.636272745,0.778044391,4.014203316,0.243643411,0.567906977,0.625542636
142,0.001790604,2.865908585,0.310937812,0.649070186,0.779844031,3.932560697,0.245767442,0.593488372,0.639496124
143,0.001759294,2.848404026,0.315136973,0.653869226,0.782443511,3.901749587,0.249596899,0.59503876,0.651124031
144,0.001728112,2.838013864,0.316936613,0.661267746,0.788442312,3.892852593,0.263968992,0.593488372,0.670271318
145,0.001697062,2.809723803,0.325734853,0.668066387,0.790641872,3.896776879,0.25551938,0.596589147,0.674922481
146,0.00166615,2.782773628,0.322535493,0.665266947,0.789242152,4.003827384,0.26172093,0.582635659,0.667170543
147,0.00163538,2.764094684,0.331133773,0.673865227,0.805038992,3.958970867,0.265395349,0.574883721,0.666395349
148,0.001604759,2.733975598,0.330533893,0.682263547,0.806638672,3.923089168,0.269294574,0.593488372,0.673372093
149,0.001574292,2.703357193,0.344931014,0.683863227,0.813237353,3.990547789,0.273170543,0.588837209,0.66251938
150,0.001543983,2.727280635,0.342331534,0.681063787,0.810237952,3.838692083,0.276046512,0.606666667,0.693527132
151,0.001513838,2.687292664,0.348730254,0.688062388,0.807838432,3.94203491,0.279984496,0.585736434,0.667945737
152,0.001483862,2.672634952,0.348730254,0.696860628,0.821235753,3.935126603,0.283643411,0.591162791,0.684224806
153,0.00145406,2.675754421,0.337732454,0.697660468,0.818836233,3.867612475,0.279922481,0.596589147,0.688875969
154,0.001424438,2.665472942,0.347930414,0.689462108,0.812837433,3.901682568,0.275147287,0.598914729,0.67879845
155,0.001394999,2.61494892,0.365126975,0.702459508,0.824235153,3.851720159,0.28,0.615193798,0.69120155
156,0.001365751,2.626305257,0.361127774,0.703459308,0.827234553,3.962806796,0.287844961,0.603565891,0.694302325
157,0.001336697,2.618044942,0.365126975,0.705458908,0.824235153,3.837978402,0.295248062,0.606666667,0.688875969
158,0.001307842,2.594596858,0.362327534,0.711857629,0.830433913,3.793641445,0.286976744,0.615193799,0.709806202
159,0.001279191,2.552519943,0.374525095,0.719256149,0.836032793,3.915778619,0.305348837,0.589612403,0.686550388
160,0.00125075,2.538599519,0.374725055,0.727054589,0.839232154,3.900829045,0.288697675,0.606666667,0.680348837
161,0.001222523,2.529544352,0.388122376,0.725254949,0.838432314,3.751245925,0.291651163,0.632248062,0.712906977
162,0.001194515,2.511285491,0.380123975,0.731453709,0.840231954,3.820871101,0.289248062,0.614418605,0.693527132
163,0.001166731,2.524982067,0.382323535,0.725254949,0.837232554,3.819731847,0.290023256,0.619069768,0.699728682
164,0.001139175,2.503326535,0.386322736,0.729254149,0.843031394,3.925221636,0.283573643,0.621395349,0.694302326
165,0.001111852,2.484947525,0.389522096,0.733853229,0.852429514,3.816440576,0.295348837,0.629147287,0.709806202
166,0.001084768,2.428539467,0.408918216,0.74585083,0.851229754,3.741254179,0.307852713,0.630697675,0.715232558
167,0.001057926,2.421858272,0.403719256,0.74905019,0.859628074,3.758670788,0.301550388,0.628372093,0.719883721
168,0.001031331,2.421068914,0.407118576,0.75104979,0.863227355,3.867128941,0.308596899,0.60744186,0.691976744
169,0.001004988,2.417885389,0.408318336,0.74945011,0.853829234,3.747149596,0.311953488,0.626046512,0.718333334
170,0.000978901,2.374355092,0.421915617,0.75884823,0.863627275,3.793578282,0.298550388,0.613023256,0.734806202
171,0.000953075,2.36780418,0.417316537,0.76144771,0.869826035,3.785670823,0.305325581,0.616899225,0.751085271
172,0.000927514,2.369557365,0.414717057,0.75824835,0.864627075,3.767786385,0.309077519,0.618449612,0.735581395
173,0.000902222,2.370035442,0.413917217,0.76024795,0.862227555,3.765684617,0.309651163,0.615348837,0.737131783
174,0.000877205,2.361637118,0.423515297,0.76244751,0.863027395,3.776128056,0.320426357,0.613023256,0.736356589
175,0.000852465,2.328888047,0.431313737,0.766046791,0.869026195,3.717049208,0.317728682,0.618449612,0.743333333
176,0.000828008,2.322418708,0.425114977,0.770245951,0.872825435,3.751793531,0.326627907,0.628527132,0.741782946
177,0.000803838,2.330325437,0.421515697,0.767046591,0.873225355,3.711899008,0.341976744,0.617674419,0.750310078
178,0.000779958,2.308524625,0.434113177,0.775444911,0.876624675,3.711813026,0.35127907,0.621550388,0.747209302
179,0.000756373,2.271794339,0.435712857,0.774645071,0.873225355,3.862272224,0.329573643,0.59751938,0.717751938
180,0.000733087,2.246064613,0.447510498,0.792441512,0.884623075,3.74104824,0.332403101,0.623875969,0.750310078
181,0.000710103,2.273182765,0.435912817,0.773845231,0.876024795,3.725573649,0.335178295,0.633178294,0.751860465
182,0.000687427,2.230304141,0.454509098,0.784643071,0.888022396,3.657442139,0.328155039,0.623100775,0.751085271
183,0.000665061,2.249687773,0.448310338,0.782843431,0.884223155,3.655116144,0.335131783,0.638604651,0.764263566
184,0.00064301,2.200762381,0.457708458,0.798240352,0.891621676,3.792205643,0.339728682,0.610697675,0.73248062
185,0.000621276,2.202533063,0.463107379,0.793241352,0.893421316,3.745678936,0.343178295,0.632403101,0.75496124
186,0.000599865,2.224655985,0.448510298,0.787042592,0.882623475,3.705022134,0.348705426,0.629302325,0.75496124
187,0.00057878,2.192840784,0.461307738,0.799040192,0.885222955,3.766581333,0.341953488,0.628527132,0.74875969
188,0.000558024,2.183864237,0.464907019,0.794241152,0.891021796,3.762432715,0.343627907,0.620775194,0.744883721
189,0.0005376,2.17222685,0.460907818,0.803039392,0.898420316,3.729064388,0.338604651,0.61379845,0.734806201
190,0.000517513,2.182733024,0.466706659,0.796840632,0.895020996,3.747462439,0.344728682,0.627751938,0.743410853
191,0.000497766,2.141497723,0.482503499,0.807038592,0.892421516,3.676453716,0.342155039,0.634728682,0.746511628
192,0.000478362,2.160880321,0.467906419,0.806638672,0.896020796,3.70676164,0.349131783,0.644806201,0.745736434
193,0.000459304,2.138438526,0.472305539,0.804239152,0.900219956,3.670809318,0.344031008,0.629302326,0.755813954
194,0.000440597,2.151277559,0.458908218,0.801039792,0.895220956,3.671902537,0.346356589,0.633953488,0.744186047
195,0.000422242,2.112954928,0.477304539,0.810037992,0.902619476,3.69741706,0.348682171,0.637829458,0.750387597
196,0.000404243,2.101823562,0.484503099,0.814237153,0.902219556,3.686291181,0.348604651,0.633178294,0.754263566
197,0.000386603,2.085228987,0.49010198,0.822635473,0.910417916,3.721399869,0.350930233,0.631627907,0.744186047
198,0.000369326,2.104993479,0.483503299,0.811437712,0.900219956,3.681326305,0.36255814,0.655658915,0.756589147
199,0.000352414,2.088276804,0.49090182,0.822035593,0.905818836,3.832524416,0.347054264,0.623875969,0.741085271
200,0.00033587,2.074632669,0.49230154,0.819436113,0.908218356,3.722084195,0.353953488,0.62620155,0.740310078
201,0.000319696,2.050104464,0.49890022,0.830033993,0.912617477,3.716878711,0.364031008,0.631627907,0.74496124
202,0.000303897,2.046783031,0.49930014,0.825434913,0.909618076,3.700770294,0.363255814,0.633178294,0.754263566
203,0.000288473,2.028683678,0.49890022,0.829634073,0.913817237,3.699184879,0.366356589,0.643255814,0.752713179
204,0.000273429,2.042840715,0.5034993,0.825234953,0.908818236,3.688191515,0.358604651,0.645581395,0.755813954
205,0.000258767,2.017489185,0.50489902,0.834433113,0.916416717,3.729686053,0.360930233,0.633953488,0.749612403
206,0.000244488,2.014083571,0.49870026,0.832433513,0.914017197,3.716594213,0.366356589,0.63627907,0.751937984
207,0.000230596,2.013106837,0.50729854,0.829834033,0.907218556,3.729207513,0.358604651,0.626976744,0.750387597
208,0.000217093,2.001721656,0.50809838,0.833433313,0.917616477,3.693079957,0.361705426,0.641705426,0.760465116
209,0.000203981,2.023431344,0.50709858,0.827234553,0.913217357,3.730781907,0.367906977,0.637054263,0.742635659
210,0.000191263,2.004551372,0.50089982,0.835632873,0.917416517,3.694943502,0.364806202,0.637829457,0.751162791
211,0.000178941,2.008726347,0.515296941,0.830433913,0.918616277,3.738503125,0.36248062,0.638604651,0.755813954
212,0.000167016,1.990158733,0.51029794,0.841031794,0.920015997,3.679904438,0.360930233,0.653333333,0.76124031
213,0.000155491,1.978012206,0.517896421,0.840431914,0.919216157,3.730183926,0.354728682,0.625426356,0.745736434
214,0.000144368,2.015909472,0.5094981,0.826834633,0.911617676,3.728784986,0.360155039,0.644031008,0.756589147
215,0.000133648,1.968585312,0.516896621,0.837032594,0.920615877,3.687046767,0.363255814,0.640155039,0.751162791
216,0.000123334,1.98803943,0.512697461,0.831633673,0.918816237,3.689649515,0.367906977,0.651007752,0.756589148
217,0.000113428,1.973709076,0.514897021,0.835432913,0.918216357,3.672062149,0.367906977,0.637054263,0.754263566
218,0.00010393,1.972878952,0.521295741,0.842831434,0.923615277,3.701908913,0.360930233,0.639379845,0.746511628
219,9.48E-05,1.958327098,0.529494101,0.838432314,0.917416517,3.677316642,0.368682171,0.646356589,0.758914729
220,8.62E-05,1.966585876,0.519496101,0.842831434,0.921815637,3.682537711,0.374108527,0.65255814,0.762790698
221,7.79E-05,1.949133378,0.530493901,0.842431514,0.923615277,3.669739989,0.371782946,0.651782946,0.756589148
222,7.01E-05,1.94522226,0.532893421,0.850029994,0.922815437,3.734217919,0.355503876,0.638604651,0.74496124
223,6.26E-05,1.963091935,0.518296341,0.849830034,0.921615677,3.661504433,0.367131783,0.647131783,0.757364341
224,5.56E-05,1.959117673,0.525494901,0.845230954,0.921215757,3.68710235,0.364806202,0.646356589,0.756589147
225,4.90E-05,1.924641618,0.530893821,0.852829434,0.936612677,3.701430957,0.357829457,0.646356589,0.759689923
226,4.29E-05,1.922033419,0.529894021,0.853629274,0.927814437,3.682262063,0.364031008,0.64868217,0.76124031
227,3.71E-05,1.938169537,0.521695661,0.852629474,0.922815437,3.703634063,0.368682171,0.640930232,0.759689923
228,3.18E-05,1.938185438,0.534693061,0.846230754,0.924215157,3.685488119,0.367131783,0.650232558,0.758914729
229,2.69E-05,1.950911453,0.523895221,0.844631074,0.921015797,3.723705442,0.366356589,0.650232558,0.751162791
230,2.24E-05,1.94292376,0.513097381,0.848630274,0.926014797,3.715759815,0.361705426,0.654883721,0.75503876
231,1.83E-05,1.930511725,0.536292741,0.845030994,0.921615677,3.702832781,0.366356589,0.655658915,0.764341086
232,1.47E-05,1.917450891,0.534493101,0.846030794,0.925014997,3.712031877,0.366356589,0.646356589,0.754263566
233,1.15E-05,1.895907443,0.541891622,0.849230154,0.926214757,3.67701479,0.365581395,0.643255814,0.758914729
234,8.71E-06,1.90815632,0.534693061,0.852429514,0.929614077,3.692986304,0.364806202,0.648682171,0.76124031
235,6.35E-06,1.923229642,0.529694061,0.852029594,0.925214957,3.696836165,0.357054264,0.654108527,0.759689923
236,4.43E-06,1.926216366,0.531893621,0.855628874,0.922415517,3.734553534,0.357829457,0.637829457,0.756589148
237,2.93E-06,1.899256247,0.539892022,0.853429314,0.928614277,3.609145625,0.376434109,0.652558139,0.76124031
238,1.86E-06,1.922952426,0.537092582,0.853429314,0.924015197,3.682546759,0.364031008,0.649457364,0.760465117
239,1.21E-06,1.92297256,0.536692662,0.851229754,0.926814637,3.690134363,0.358604651,0.651782946,0.751937985
240,1.00E-06,1.925170757,0.536492701,0.847430514,0.921215757,3.676485666,0.367131783,0.652558139,0.759689923
