epoch,lr,train_loss,train_top1,train_top5,train_top10,val_loss,val_top1,val_top5,val_top10,,,
103,0.019376836,1.778006589,0.490641712,0.851604278,0.947860963,2.888578613,0.380909092,0.656060606,0.805757576,,,
104,0.018952574,1.728286459,0.495989305,0.851604278,0.95855615,2.596961175,0.447575758,0.716666667,0.830000001,,,
105,0.018530153,1.754031734,0.506684493,0.854278075,0.954545455,2.745645191,0.374848486,0.72878788,0.817878788,,,
106,0.018109704,1.725983458,0.5,0.877005348,0.951871658,2.589002082,0.42939394,0.716666667,0.878484849,,,
107,0.017691354,1.721617406,0.504010696,0.85026738,0.949197861,2.708454006,0.424848486,0.698484849,0.842121212,,,
108,0.01727523,1.623236916,0.529411765,0.889037434,0.959893048,2.662463782,0.44909091,0.668181819,0.854242424,,,
109,0.016861459,1.639983686,0.528074866,0.893048128,0.955882353,2.962403539,0.37030303,0.674242425,0.787575758,,,
110,0.016450167,1.683716914,0.5,0.866310161,0.953208556,2.763381964,0.412727273,0.710606061,0.854242424,,,
111,0.01604148,1.685221003,0.522727273,0.870320856,0.955882354,2.988217129,0.400606061,0.65,0.83,,,
112,0.015635522,1.578354461,0.530748663,0.881016043,0.961229947,2.617578511,0.461212122,0.704545455,0.848181818,,,
113,0.015232417,1.554231342,0.554812835,0.887700535,0.965240642,2.711498113,0.443030304,0.722727273,0.866363636,,,
114,0.014832287,1.581571536,0.532085562,0.882352941,0.963903743,2.69895656,0.44909091,0.704545455,0.866363636,,,
115,0.014435255,1.551471737,0.548128343,0.893048128,0.954545455,2.856734961,0.400606061,0.668181819,0.793636364,,,
116,0.014041441,1.519838048,0.576203209,0.899732621,0.961229947,2.562946151,0.424848486,0.740909091,0.902727273,,,
117,0.013650965,1.546994942,0.549465241,0.887700535,0.962566845,2.520029093,0.455151516,0.728787879,0.890606061,,,
118,0.013263946,1.357770861,0.621657754,0.918449198,0.975935829,2.451233742,0.497575758,0.765151516,0.920909091,,,
119,0.012880502,1.51124127,0.572192514,0.889037433,0.953208556,2.782396375,0.485454546,0.716666667,0.854242424,,,
120,0.01250075,1.546093945,0.554812835,0.889037433,0.953208556,2.392824218,0.503636364,0.78939394,0.896666667,,,
121,0.012124806,1.389664789,0.60026738,0.929144385,0.981283422,2.453102454,0.491515152,0.777272728,0.896666667,,,
122,0.011752783,1.342969219,0.618983957,0.90909091,0.974598931,2.657860054,0.467272727,0.765151516,0.872424242,,,
123,0.011384796,1.388410262,0.597593583,0.917112299,0.971925134,2.764071799,0.524848485,0.698484848,0.854242424,,,
124,0.011020957,1.38249617,0.581550802,0.941176471,0.975935829,3.220736212,0.530909092,0.65,0.781515152,,,
125,0.010661376,1.258904438,0.631016043,0.935828877,0.985294118,2.68084436,0.543030304,0.716666667,0.854242425,,,
126,0.010306163,1.283798103,0.637700535,0.930481284,0.974598931,2.619625198,0.555151515,0.759090909,0.884545455,,,
127,0.009955425,1.350287841,0.606951872,0.910427808,0.975935829,2.632639344,0.567272728,0.716666667,0.890606061,,,
128,0.009609271,1.216164481,0.661764706,0.931818182,0.983957219,2.796553499,0.524848485,0.686363637,0.866363636,,,
129,0.009267805,1.265881776,0.663101604,0.931818182,0.974598931,2.711281343,0.524848485,0.759090909,0.878484848,,,
130,0.008931131,1.152140747,0.668449198,0.943850267,0.985294118,2.585336567,0.591515152,0.771212122,0.86030303,,,
131,0.008599352,1.200346564,0.652406417,0.929144385,0.982620321,2.577086047,0.524848485,0.734848486,0.902727273,,,
132,0.008272569,1.099977645,0.70053476,0.950534759,0.981283422,2.510109357,0.615757576,0.777272728,0.902727273,,,
133,0.007950882,1.117680045,0.680481284,0.950534759,0.987967914,2.620932534,0.536969698,0.746969698,0.896666667,,,
134,0.007634388,1.130756385,0.665775401,0.947860963,0.989304813,2.741342974,0.597575758,0.746969698,0.854242424,,,
135,0.007323184,1.041623002,0.723262032,0.963903743,0.989304813,2.566177883,0.591515152,0.765151516,0.878484848,,,
136,0.007017365,1.042558149,0.719251338,0.953208556,0.982620321,2.679598165,0.591515152,0.72878788,0.878484848,,,
137,0.006717023,1.096573831,0.683155081,0.947860963,0.983957219,2.467529493,0.597575758,0.765151516,0.902727273,,,
138,0.006422251,0.985782435,0.723262032,0.95855615,0.994652406,2.333604149,0.627878788,0.813636364,0.920909091,,,
139,0.006133138,1.020535404,0.70855615,0.954545455,0.989304813,2.551218404,0.603636364,0.765151516,0.866363636,,,
140,0.005849772,1.017427692,0.720588236,0.95855615,0.993315508,2.709500213,0.567272727,0.765151516,0.902727273,,,
141,0.00557224,0.932263268,0.739304813,0.982620321,0.99197861,2.341336236,0.64,0.801515152,0.908787879,,,
142,0.005300625,0.899569381,0.751336899,0.978609626,0.997326203,2.482295313,0.591515152,0.789393939,0.890606061,,,
143,0.005035012,0.924368942,0.751336899,0.969251337,0.990641711,2.430178658,0.573333334,0.813636364,0.884545455,,,
144,0.00477548,0.855855255,0.766042781,0.978609626,0.99197861,2.48480862,0.597575758,0.78939394,0.902727273,,,
145,0.004522108,0.9051019,0.748663102,0.969251337,0.99197861,2.601721019,0.621818182,0.746969698,0.878484848,,,
146,0.004274975,0.935621687,0.723262033,0.966577541,0.989304813,2.321910667,0.658181818,0.843939394,0.914848485,,,
147,0.004034155,0.855716744,0.758021391,0.978609626,0.993315508,2.595055597,0.597575758,0.777272728,0.884545455,,,
148,0.003799722,0.902232301,0.752673797,0.970588236,0.994652406,2.452552298,0.60969697,0.813636364,0.902727273,,,
149,0.003571746,0.851887864,0.771390375,0.97459893,0.994652406,2.391424363,0.60969697,0.78939394,0.890606061,,,
150,0.003350298,0.804863189,0.788770054,0.979946524,0.994652406,2.488325269,0.60969697,0.801515152,0.896666667,,,
151,0.003135445,0.854842135,0.772727273,0.969251337,0.994652406,2.418141248,0.621818183,0.801515152,0.878484848,,,
152,0.002927252,0.816921625,0.782085562,0.975935829,0.994652406,2.351182082,0.621818183,0.801515152,0.908787879,,,
153,0.002725782,0.778584639,0.796791444,0.981283422,0.994652406,2.507140086,0.585454546,0.78939394,0.896666667,,,
154,0.002531098,0.714078352,0.823529412,0.983957219,0.998663102,2.326252028,0.658181818,0.831818182,0.896666667,,,
155,0.002343258,0.725113555,0.798128343,0.983957219,0.997326203,2.249219056,0.627878788,0.831818182,0.908787879,,,
156,0.00216232,0.72688002,0.810160428,0.98395722,1,2.474034455,0.627878788,0.813636364,0.896666667,,,
157,0.001988339,0.703129797,0.827540108,0.990641711,0.995989305,2.363507144,0.627878789,0.825757576,0.884545455,,,
158,0.001821367,0.697272366,0.838235295,0.98395722,0.997326203,2.371831892,0.640000001,0.807575758,0.890606061,,,
159,0.001661456,0.724844122,0.814171123,0.978609626,1,2.394268427,0.621818182,0.807575758,0.908787879,,,
160,0.001508654,0.70641199,0.826203209,0.983957219,0.993315508,2.371077415,0.646060606,0.813636364,0.890606061,,,
161,0.001363008,0.684034536,0.838235294,0.987967915,1,2.282211507,0.60969697,0.831818182,0.914848485,,,
162,0.001224563,0.684069883,0.844919786,0.99197861,1,2.42700104,0.621818182,0.807575758,0.896666667,,,
163,0.001093359,0.668285258,0.838235295,0.99197861,0.998663102,2.412737935,0.646060607,0.807575758,0.884545455,,,
164,0.000969438,0.632949671,0.854278075,0.994652406,1,2.307745806,0.64,0.813636364,0.908787879,,,
165,0.000852837,0.670185164,0.836898396,0.985294118,0.998663102,2.399711307,0.621818182,0.831818182,0.908787879,,,
166,0.000743592,0.70289146,0.827540107,0.986631016,0.993315508,2.317937742,0.615757576,0.801515152,0.914848485,,,
167,0.000641736,0.663381401,0.844919787,0.990641711,1,2.312667321,0.64,0.81969697,0.908787879,,,
168,0.000547299,0.706561074,0.822192513,0.982620321,0.994652407,2.324226287,0.627878788,0.807575758,0.908787879,,,
169,0.000460311,0.63275432,0.840909091,0.993315508,0.997326203,2.375014778,0.640000001,0.81969697,0.908787879,,,
170,0.000380799,0.644830317,0.843582888,0.993315508,0.997326203,2.249572927,0.652121213,0.825757576,0.914848485,,,
171,0.000308785,0.642888331,0.832887701,0.987967915,0.998663102,2.378696968,0.60969697,0.831818182,0.902727273,,,
172,0.000244293,0.619320892,0.854278075,0.990641712,1,2.247844752,0.652121212,0.843939394,0.902727273,,,
173,0.000187342,0.648469763,0.842245989,0.986631016,0.994652406,2.29686992,0.64,0.837878788,0.908787879,,,
174,0.00013795,0.633555928,0.85026738,0.993315508,0.998663102,2.327643816,0.658181819,0.825757576,0.908787879,,,
175,9.61E-05,0.637539851,0.844919786,0.985294118,0.998663102,2.271928844,0.658181818,0.813636364,0.914848485,,,
176,6.19E-05,0.637382326,0.84224599,0.99197861,0.997326204,2.336607807,0.652121213,0.843939394,0.908787879,,,
177,3.53E-05,0.670949065,0.846256685,0.985294118,0.993315508,2.285215131,0.627878788,0.81969697,0.908787879,,,
178,1.62E-05,0.64532915,0.843582888,0.978609626,0.993315508,2.287559689,0.646060606,0.837878788,0.920909091,,,
179,4.81E-06,0.600457886,0.847593584,0.99197861,0.998663102,2.283770909,0.646060606,0.837878788,0.920909091,,,
180,1.00E-06,0.629709837,0.846256685,0.994652406,1,2.285409096,0.633939394,0.831818182,0.920909091,,,
